Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-December-2019,1826.25,1840.20,1813.45,1829.80,1829.451829820250872882,15466,748,28294302.00,3742,24.20,26.75,3.55
11-December-2019,1810.00,1838.80,1805.40,1819.95,1820.842290473711608537,48025,1078,87445951.00,5215,10.86,33.40,9.95
10-December-2019,1816.35,1821.00,1797.30,1813.80,1812.218605368713360074,12964,801,23493602.00,3016,23.26,23.70,-2.55
9-December-2019,1787.00,1821.00,1783.00,1806.35,1805.971288813270948532,9404,639,16983354.00,1851,19.68,38.00,19.35
6-December-2019,1800.90,1823.60,1773.70,1783.25,1799.609313143309580364,20208,976,36366505.00,2156,10.67,49.90,-17.65
5-December-2019,1805.00,1805.00,1790.55,1801.60,1796.951211980855334259,6477,579,11638853.00,2082,32.14,14.45,-3.40
4-December-2019,1796.20,1822.80,1786.05,1810.50,1803.481068256868968612,31191,1916,56252378.00,5698,18.27,36.75,14.30
3-December-2019,1787.00,1799.75,1782.00,1796.65,1793.302509698361174887,12631,486,22651204.00,4759,37.68,17.75,9.65
2-December-2019,1780.00,1794.65,1778.85,1785.45,1785.777247305960987586,14662,654,26183066.00,1718,11.72,15.80,5.45
29-November-2019,1792.00,1802.95,1781.30,1786.60,1787.229797858548998895,20827,832,37222635.00,2368,11.37,21.65,-5.40
28-November-2019,1814.00,1823.15,1789.10,1792.75,1799.914706035786947675,19169,1076,34502565.00,4236,22.10,34.05,-21.25
27-November-2019,1787.00,1819.15,1774.50,1811.70,1801.179760996694635138,15732,1056,28336160.00,5383,34.22,44.65,24.70
26-November-2019,1764.80,1805.00,1764.80,1784.05,1788.689597841771754815,31878,1362,57019847.00,6151,19.30,40.20,19.25
25-November-2019,1734.20,1768.45,1728.00,1764.20,1746.891421780466724286,9256,654,16169227.00,1815,19.61,40.45,30.00
22-November-2019,1745.20,1747.40,1717.40,1733.75,1730.229883999263487387,10862,892,18793757.00,1681,15.48,30.00,-11.45
21-November-2019,1760.85,1779.55,1738.20,1745.45,1758.582951038451914254,11989,866,21083651.00,3978,33.18,41.35,-15.40
20-November-2019,1748.75,1797.00,1728.00,1763.30,1768.705417768565506396,27982,1409,49491915.00,2941,10.51,69.00,14.55
19-November-2019,1737.00,1746.75,1718.05,1732.60,1730.633931983186855177,5234,443,9058138.00,937,17.90,28.70,-4.40
18-November-2019,1748.05,1766.20,1721.20,1735.45,1738.524425607851884898,13449,970,23381415.00,1932,14.37,45.00,-12.60
15-November-2019,1661.95,1759.00,1627.15,1747.95,1717.494908321379369114,70409,3419,120927099.00,7306,10.38,131.85,86.00
14-November-2019,1674.00,1693.95,1645.00,1657.80,1665.054731182795698924,18600,1220,30970018.00,2651,14.25,48.95,-16.20
13-November-2019,1708.95,1715.35,1660.00,1671.20,1675.110725308641975308,15552,1024,26051322.00,6812,43.80,55.35,-37.75
11-November-2019,1696.95,1716.20,1693.60,1711.95,1710.645931882686849574,4228,203,7232611.00,1936,45.79,22.60,15.00
8-November-2019,1718.00,1727.00,1696.95,1700.35,1709.305036505382997153,8081,414,13812894.00,1816,22.47,30.05,-17.65
7-November-2019,1706.00,1723.00,1683.00,1717.60,1705.778081328149626983,9517,493,16233890.00,2715,28.53,40.00,11.60
6-November-2019,1661.00,1721.00,1640.00,1706.45,1685.837421394001251111,30373,1373,51203940.00,5343,17.59,81.00,45.45
5-November-2019,1728.60,1736.00,1675.15,1687.20,1693.126042411246128186,37773,1216,63954450.00,16570,43.87,60.85,-41.40
4-November-2019,1745.90,1745.90,1715.00,1736.60,1729.990064425987735775,12883,567,22287462.00,5660,43.93,30.90,-9.30
1-November-2019,1754.90,1773.00,1739.40,1741.45,1756.671768131644883862,14767,923,25940772.00,4380,29.66,33.60,-13.45
31-October-2019,1740.00,1759.65,1740.00,1756.20,1750.635135135135135135,6734,344,11788777.00,3187,47.33,19.65,16.20
30-October-2019,1751.60,1760.00,1726.80,1737.45,1739.422442880555287766,10373,421,18043029.00,3457,33.33,33.20,-14.15
29-October-2019,1759.00,1760.00,1735.40,1754.45,1746.797786998616874135,7230,394,12629348.00,1579,21.84,24.60,-4.55
27-October-2019,1776.15,1776.15,1752.75,1758.25,1760.210903873744619799,1394,81,2453734.00,417,29.91,23.40,-17.90
25-October-2019,1763.00,1773.00,1745.55,1758.15,1758.809754783077337644,7422,418,13053886.00,1621,21.84,27.45,-4.85
24-October-2019,1737.00,1769.65,1737.00,1764.65,1755.670661365290922327,53571,502,94053033.00,2545,4.75,32.65,27.65
23-October-2019,1742.05,1751.65,1726.95,1734.95,1734.911132045847071753,6369,344,11049649.00,2245,35.25,24.70,-7.10
22-October-2019,1739.00,1771.70,1730.50,1742.55,1754.911117852267556499,13186,739,23140258.00,4130,31.32,41.20,3.55
18-October-2019,1721.00,1742.40,1718.45,1738.70,1733.376220949814752441,11876,611,20585576.00,3574,30.09,23.95,17.70
17-October-2019,1721.00,1732.85,1706.00,1723.90,1717.758238208055136765,9286,543,15951103.00,1781,19.18,26.85,2.90
16-October-2019,1699.00,1725.05,1693.00,1721.85,1712.670185987973709970,14302,933,24494609.00,5013,35.05,32.05,22.85
15-October-2019,1686.00,1701.60,1678.65,1692.20,1692.204978333165373374,9923,476,16791750.00,3613,36.41,22.95,6.20
14-October-2019,1695.00,1720.00,1670.40,1683.15,1698.394410204959151497,34885,1583,59248489.00,8385,24.04,49.60,-11.85
11-October-2019,1661.00,1699.00,1652.20,1692.25,1680.424435636739617439,11606,723,19503006.00,2469,21.27,46.80,31.25
10-October-2019,1619.10,1678.90,1619.10,1668.90,1668.301539064797568865,10201,680,17018344.00,3612,35.41,59.80,49.80
9-October-2019,1646.00,1654.65,1622.15,1650.75,1641.397906553398058252,6592,363,10820095.00,2820,42.78,32.50,4.75
7-October-2019,1621.00,1654.40,1618.20,1645.95,1639.823575029081039162,10316,707,16916420.00,1613,15.64,36.20,24.95
4-October-2019,1604.00,1657.60,1604.00,1620.95,1638.934827349645552252,13119,752,21501186.00,1782,13.58,53.60,16.95
3-October-2019,1613.85,1646.60,1595.10,1627.85,1624.654813951228990576,10293,522,16722572.00,1649,16.02,51.50,14.00
1-October-2019,1667.25,1685.00,1607.55,1622.55,1644.200463275745584403,20722,1010,34071122.00,3343,16.13,77.45,-44.70
30-September-2019,1665.00,1671.85,1651.85,1664.75,1664.855591054313099041,10955,537,18238493.00,792,7.23,20.00,-0.25
27-September-2019,1676.00,1696.00,1656.10,1661.25,1682.788027923211169284,28650,1440,48211877.00,5833,20.36,39.90,-14.75
26-September-2019,1632.20,1704.60,1632.20,1677.75,1677.645117685586476957,71759,3041,120386136.00,15473,21.56,72.40,45.55
25-September-2019,1629.85,1653.25,1621.10,1630.45,1640.761861377812040086,14269,1174,23412031.00,3288,23.04,32.15,0.60
24-September-2019,1613.35,1644.45,1590.00,1629.55,1625.892249625148647949,19341,1111,31446382.00,3991,20.63,54.45,16.20
23-September-2019,1640.00,1657.00,1597.00,1611.65,1616.681342913776015857,40360,2549,65249259.00,17037,42.21,60.00,-28.35
20-September-2019,1595.00,1659.25,1577.05,1638.95,1625.728247536897083844,25273,1376,41087030.00,3577,14.15,82.20,43.95
19-September-2019,1616.00,1628.40,1571.25,1581.30,1582.910973871733966745,21050,760,33320276.00,10696,50.81,57.15,-34.70
18-September-2019,1616.00,1625.80,1607.00,1616.20,1615.721903669724770642,6976,905,11271276.00,1021,14.64,18.80,0.20
17-September-2019,1646.00,1646.00,1598.00,1601.75,1621.636963853132570180,21053,889,34140323.00,5236,24.87,48.00,-44.25
16-September-2019,1628.00,1659.40,1616.80,1645.10,1643.933350164099974753,15844,775,26046480.00,4405,27.80,42.60,17.10
13-September-2019,1656.60,1656.60,1611.40,1628.00,1623.497360147119890846,16857,818,27367295.00,4704,27.91,45.20,-28.60
12-September-2019,1625.45,1655.00,1614.55,1645.00,1639.391685187606223035,15298,829,25079414.00,2474,16.17,40.45,19.55
11-September-2019,1630.00,1640.10,1607.00,1617.80,1618.482886300009030976,11073,495,17921461.00,2036,18.39,33.10,-12.20
9-September-2019,1638.00,1652.80,1618.00,1627.50,1632.471285442996529369,15271,602,24929469.00,2748,17.99,34.80,-10.50
6-September-2019,1646.20,1654.90,1622.10,1637.35,1638.551170298627925746,12390,760,20301649.00,3052,24.63,32.80,-8.85
5-September-2019,1663.00,1663.70,1634.90,1638.30,1647.259196378041878890,8835,637,14553535.00,1209,13.68,28.80,-24.70
4-September-2019,1635.10,1669.60,1593.00,1664.50,1642.164563749921140622,31702,1744,52059901.00,3426,10.81,76.60,29.40
3-September-2019,1642.85,1658.00,1631.25,1639.60,1644.431345980126467931,19926,1174,32766939.00,1396,7.01,26.75,-3.25
30-August-2019,1633.90,1641.95,1602.00,1628.90,1618.684689945112694149,8563,607,13860797.00,3042,35.52,39.95,-5.00
29-August-2019,1585.35,1631.75,1572.10,1621.45,1611.136688439787821664,22811,780,36751639.00,11305,49.56,59.65,36.10
28-August-2019,1565.00,1613.70,1565.00,1575.65,1588.744030114104223032,8501,503,13505913.00,1617,19.02,48.70,10.65
27-August-2019,1625.00,1626.20,1588.50,1593.70,1601.217507908128180442,14542,818,23284905.00,4059,27.91,37.70,-31.30
26-August-2019,1601.00,1623.85,1570.00,1620.55,1601.764545069500596819,25971,1043,41599427.00,6157,23.71,53.85,19.55
23-August-2019,1560.20,1577.15,1541.55,1572.50,1562.934739886536393637,26969,2204,42150787.00,10752,39.87,35.60,12.30
22-August-2019,1536.60,1575.65,1532.05,1568.40,1557.740092582138421587,17714,952,27593808.00,4912,27.73,43.60,31.80
21-August-2019,1537.50,1540.00,1517.15,1533.60,1533.475447508466376390,8268,647,12678775.00,1936,23.42,22.85,-3.90
20-August-2019,1544.90,1544.90,1515.20,1520.50,1526.354210898796886058,8478,617,12940431.00,1936,22.84,29.70,-24.40
19-August-2019,1506.50,1541.00,1497.70,1517.75,1529.625938665762317717,20641,1283,31573009.00,6947,33.66,43.30,11.25
16-August-2019,1530.10,1530.10,1491.10,1506.50,1505.409286328460877042,12793,972,19258701.00,3343,26.13,39.00,-23.60
