Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-December-2015,1073.00,1083.00,1073.00,1081.40,1079.696199846190564586,37709,1480,40714264.00,12141,32.20,10.00,8.40
30-November-2015,1084.50,1084.50,1071.00,1075.95,1075.485110413829850216,50673,2231,54498057.00,14198,28.02,13.50,-8.55
27-November-2015,1063.00,1080.60,1062.20,1078.65,1075.579370941041640137,39265,1996,42232624.00,10990,27.99,18.40,15.65
26-November-2015,1064.00,1067.45,1058.55,1064.55,1064.037805338705615713,31768,1490,33802353.00,11539,36.32,8.90,0.55
24-November-2015,1066.00,1073.20,1062.00,1063.90,1067.033108083950087596,27969,1039,29843849.00,10517,37.60,11.20,-2.10
23-November-2015,1070.85,1075.40,1060.00,1065.35,1067.243593659844550792,29463,1368,31444198.00,9784,33.21,15.40,-5.50
20-November-2015,1068.30,1079.75,1060.35,1068.90,1072.309159933807067069,61638,2310,66094992.00,18399,29.85,19.40,0.60
19-November-2015,1053.25,1070.35,1050.10,1068.55,1062.625754711227663596,32794,1332,34847749.00,9578,29.21,20.25,15.30
18-November-2015,1061.00,1066.20,1047.00,1048.40,1057.083865235098111810,67525,1539,71379588.00,27789,41.15,19.20,-12.60
17-November-2015,1066.00,1067.00,1052.00,1060.80,1059.574047433647006031,75769,2131,80282866.00,34182,45.11,15.00,-5.20
16-November-2015,1049.55,1064.00,1046.75,1058.05,1058.045212201779072562,70711,2018,74815435.00,25904,36.63,17.25,8.50
13-November-2015,1052.00,1059.00,1040.50,1051.10,1051.282440753262449572,61227,2210,64366870.00,27162,44.36,18.50,-0.90
11-November-2015,1062.00,1065.00,1051.05,1053.90,1055.191409121416472242,31289,1284,33015884.00,15768,50.39,13.95,-8.10
10-November-2015,1064.00,1064.00,1052.10,1054.35,1056.257688107742707087,96155,1602,101564458.00,63562,66.10,11.90,-9.65
9-November-2015,1066.00,1069.45,1053.25,1065.75,1059.540498869529712171,164091,3762,173861060.00,61702,37.60,16.20,-0.25
6-November-2015,1080.00,1088.40,1077.00,1080.80,1083.203997715591090805,26265,860,28450353.00,8841,33.66,11.40,0.80
5-November-2015,1082.00,1082.00,1070.00,1079.15,1077.014358647096362476,28206,1120,30378267.00,8830,31.31,12.00,-2.85
4-November-2015,1084.00,1097.90,1076.50,1082.35,1089.299663233353683754,50777,1052,55311369.00,17313,34.10,21.40,-1.65
3-November-2015,1087.10,1092.00,1079.25,1084.20,1084.256983240223463687,47793,1100,51819894.00,22276,46.61,12.75,-2.90
2-November-2015,1097.05,1097.05,1077.00,1083.30,1082.374565972222222222,57600,1495,62344775.00,16874,29.30,20.05,-13.75
30-October-2015,1104.00,1112.00,1089.40,1097.05,1099.709945000450815976,88728,2420,97575064.00,29380,33.11,22.60,-6.95
29-October-2015,1106.70,1114.50,1100.00,1102.15,1104.863314066805564890,59516,1032,65757045.00,30858,51.85,14.50,-4.55
28-October-2015,1100.00,1124.45,1100.00,1112.25,1116.203546975311465910,262308,2254,292789120.00,43644,16.64,24.45,12.25
