Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-November-2018,3.15,3.15,3.15,3.15,3.140000000000000000,50,2,157.00,50,100.00,0.00,0.00
14-January-2016,3.00,3.00,3.00,3.00,3.000000000000000000,20,2,60.00,20,100.00,0.00,0.00
