Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
January-2011,3825.10,3944.95,3320.00,3326.10,171685,6375,641427010.00,141590,82.47,624.95,-499.00
February-2011,3373.90,3640.00,3160.00,3541.10,350515,9337,1164912129.00,307605,87.76,480.00,167.20
March-2011,3559.85,4000.00,3510.00,3668.55,140277,12019,528274212.00,88343,62.98,490.00,108.70
April-2011,3700.00,4040.00,3650.00,4002.65,112725,9221,427981649.00,72793,64.58,390.00,302.65
May-2011,4017.70,4200.00,3880.00,4054.00,103516,12324,422134809.00,47353,45.74,320.00,36.30
June-2011,4069.00,4215.00,3859.00,4097.10,236036,7238,973153387.00,208805,88.46,356.00,28.10
July-2011,4090.00,4517.00,4082.05,4349.20,175991,14666,767822900.00,72175,41.01,434.95,259.20
August-2011,4349.20,4444.00,4050.00,4387.75,84453,11752,357564167.00,46155,54.65,394.00,38.55
September-2011,4424.00,4509.00,4160.00,4219.35,96617,8470,413123240.00,33228,34.39,349.00,-204.65
October-2011,4239.95,4350.00,4062.50,4250.40,44546,6539,187734428.00,28014,62.89,287.50,10.45
November-2011,4222.25,4549.00,4150.10,4213.90,123031,13402,536492666.00,89090,72.41,398.90,-8.35
December-2011,4248.00,4275.00,3950.00,4172.70,161065,11155,662096339.00,125745,78.07,325.00,-75.30
January-2012,4139.90,4335.00,3930.00,4249.70,245554,9143,981208543.00,221080,90.03,405.00,109.80
February-2012,4249.95,4515.00,4170.00,4418.55,113226,8141,488121308.00,88929,78.54,345.00,168.60
March-2012,4420.00,4695.00,4350.00,4602.85,96716,12884,432472329.00,60641,62.70,345.00,182.85
April-2012,4532.35,5024.35,4532.35,4671.60,173144,23940,834503621.00,95825,55.34,492.00,139.25
May-2012,4685.00,4747.00,4409.00,4504.45,67240,13234,306824134.00,36295,53.98,338.00,-180.55
June-2012,4509.95,4620.00,4405.00,4535.85,160359,9972,721784927.00,135829,84.70,215.00,25.90
July-2012,4540.00,4599.00,4402.05,4462.00,138866,7601,622627740.00,119168,85.82,196.95,-78.00
August-2012,4462.05,4749.90,4359.00,4657.10,140163,9812,632720663.00,103557,73.88,390.90,195.05
September-2012,4622.05,4670.00,4305.55,4374.35,242369,9628,1064931896.00,216372,89.27,364.45,-247.70
October-2012,4429.95,4790.00,4407.00,4683.10,123222,9403,577483795.00,103087,83.66,383.00,253.15
November-2012,4676.05,4930.00,4550.05,4765.45,51962,6985,247367458.00,25728,49.51,379.95,89.40
December-2012,4750.00,5024.85,4661.55,4990.40,55050,7386,267038110.00,38041,69.10,363.30,240.40
January-2013,4990.40,5040.00,4480.00,4757.40,102089,8068,490152460.00,83541,81.83,560.00,-233.00
February-2013,4780.00,5000.00,4545.25,4752.85,35318,7526,164478579.00,19336,54.75,454.75,-27.15
March-2013,4770.00,4795.00,4410.00,4589.45,89385,7196,415154875.00,73518,82.25,385.00,-180.55
April-2013,4620.00,5050.00,4420.00,4980.85,36257,8342,172966265.00,19624,54.12,630.00,360.85
May-2013,4910.00,5344.80,4775.00,5315.90,176980,13661,894519486.00,145004,81.93,569.80,405.90
June-2013,5305.00,5350.00,4836.25,4867.00,59339,8360,301794581.00,43290,72.95,513.75,-438.00
July-2013,4900.00,5864.85,4851.00,5294.65,129214,21000,692435565.00,85204,65.94,1013.85,394.65
