Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
January-2011,1062.00,1090.00,903.10,919.25,19266718,543672,19176082161.00,7241718,37.59,186.90,-142.75
February-2011,926.00,1008.65,885.00,964.95,23491998,603681,22112199412.00,7930274,33.76,123.65,38.95
March-2011,971.50,1054.50,964.10,1047.80,17320727,501955,17428256295.00,6215392,35.88,90.40,76.30
April-2011,1048.95,1065.55,971.65,981.95,9084566,287943,9213681677.00,3256366,35.85,93.90,-67.00
May-2011,983.70,987.00,899.25,951.75,10495345,337081,9840601035.00,3530029,33.63,87.75,-31.95
June-2011,950.50,967.90,829.00,897.60,14209159,426787,12711327977.00,4134450,29.10,138.90,-52.90
July-2011,900.00,906.00,824.00,827.70,12043633,351117,10387756950.00,3681896,30.57,82.00,-72.30
August-2011,837.00,845.00,713.55,781.50,14399376,431758,11117379512.00,4207475,29.22,131.45,-55.50
September-2011,795.55,859.00,748.50,808.30,20908985,573835,16911087420.00,3789923,18.13,110.50,12.75
October-2011,794.40,899.90,761.65,877.75,14222822,386007,11790935207.00,3810252,26.79,138.25,83.35
November-2011,869.00,902.00,751.15,778.80,15180222,412772,12411733942.00,3848929,25.35,150.85,-90.20
December-2011,798.55,819.00,690.00,692.90,20184875,559045,15100605049.00,4292308,21.26,129.00,-105.65
January-2012,697.90,825.00,687.55,815.45,19070745,536727,14313781551.00,3672145,19.26,137.45,117.55
February-2012,819.50,864.45,765.75,818.65,16742362,383900,13910637724.00,6075383,36.29,98.70,-0.85
March-2012,812.70,829.45,719.40,748.25,12676900,365329,9726589593.00,3909562,30.84,110.05,-64.45
April-2012,750.00,762.40,724.05,745.20,10848227,227822,8052368033.00,4319323,39.82,38.35,-4.80
May-2012,749.00,750.90,671.00,706.00,10889923,240336,7612745466.00,4223548,38.78,79.90,-43.00
June-2012,707.50,742.50,673.50,737.45,9403648,263537,6740029802.00,2925954,31.12,69.00,29.95
July-2012,736.10,745.00,707.30,742.85,5571172,156246,4046381659.00,1753550,31.48,37.70,6.75
August-2012,741.00,824.95,730.50,771.95,10279494,248848,8088293531.00,3373012,32.81,94.45,30.95
September-2012,770.00,881.00,760.10,836.70,9054224,245929,7477654651.00,2867305,31.67,120.90,66.70
October-2012,840.80,860.40,792.35,805.25,10312571,246026,8450184853.00,3645101,35.35,68.05,-35.55
November-2012,793.90,814.55,761.00,793.90,7964618,174152,6271057289.00,2824726,35.47,53.55,0.00
December-2012,795.70,849.40,789.60,839.10,6835043,178816,5677252914.00,2208260,32.31,59.80,43.40
January-2013,844.75,954.80,836.30,886.55,10590538,277083,9360444017.00,3814134,36.01,118.50,41.80
February-2013,891.00,900.60,805.80,814.65,6463780,198241,5552081753.00,1714610,26.53,94.80,-76.35
March-2013,815.30,869.00,765.00,773.70,9885918,220830,8130208219.00,4252411,43.01,104.00,-41.60
April-2013,780.35,826.85,765.00,788.15,9511962,252516,7497659582.00,3439824,36.16,61.85,7.80
May-2013,787.90,854.80,780.00,805.60,8926555,267604,7332381386.00,2587778,28.99,74.80,17.70
June-2013,807.00,873.00,776.50,861.85,9874200,366619,7982584609.00,2880766,29.17,96.50,54.85
July-2013,862.00,927.90,800.00,871.60,10109517,437248,8979641155.00,3048934,30.16,127.90,9.60
August-2013,875.35,882.00,765.00,851.55,8356353,389514,6921603860.00,1859602,22.25,117.00,-23.80
September-2013,852.30,900.90,819.05,822.35,9258401,373176,8016563795.00,2650262,28.63,81.85,-29.95
October-2013,826.80,915.80,818.50,912.35,7994848,345111,7018515146.00,2532448,31.68,97.30,85.55
November-2013,909.00,925.00,836.00,853.10,5757323,248716,5016740632.00,1805295,31.36,89.00,-55.90
December-2013,852.75,908.35,836.25,894.80,6034413,240964,5268511420.00,2137410,35.42,72.10,42.05
