Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
December-2020,1719.50,1788.05,1490.00,1618.40,1223183,72350,2013223334.00,250227,20.46,298.05,-101.10
January-2021,1615.00,1813.40,1594.25,1604.80,877778,52784,1494603481.00,287359,32.74,219.15,-10.20
February-2021,1630.00,1850.00,1584.35,1732.95,1174658,63755,2069429825.00,310155,26.40,265.65,102.95
March-2021,1750.00,1924.50,1690.85,1902.55,811023,49312,1481240077.00,197539,24.36,233.65,152.55
April-2021,1920.00,2022.75,1784.15,1882.30,902743,49627,1697811717.00,220796,24.46,238.60,-37.70
May-2021,1874.00,2039.25,1852.85,1985.95,439471,32711,854396140.00,135562,30.85,186.40,111.95
June-2021,1989.00,2078.50,1960.30,2016.05,557434,28958,1135500344.00,357475,64.13,118.20,27.05
July-2021,2031.00,2414.85,1975.00,2393.15,926697,64104,2076986580.00,114060,12.31,439.85,362.15
August-2021,2394.00,2456.40,2231.35,2413.05,426789,35304,1005649723.00,141233,33.09,225.05,19.05
September-2021,2420.00,2506.35,2245.65,2254.50,443930,34399,1059380569.00,244701,55.12,260.70,-165.50
October-2021,2239.00,2360.00,2141.75,2249.60,607617,53674,1373905105.00,290854,47.87,218.25,10.60
