Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
November-2020,171.50,231.10,167.60,225.65,17720979,141846,3643173111.00,7431925,41.94,63.50,54.15
December-2020,230.00,255.85,222.50,240.50,21140019,134773,5129381745.00,12424575,58.77,33.35,10.50
January-2021,240.80,275.50,221.00,226.05,11057311,90038,2788635638.00,2065935,18.68,54.50,-14.75
February-2021,227.00,354.45,226.80,340.30,22518821,183417,6878789860.00,6399788,28.42,127.65,113.30
March-2021,344.95,361.20,305.40,326.85,10364853,89506,3483737357.00,1799793,17.36,55.80,-18.10
April-2021,332.95,377.35,328.95,364.30,14203903,132600,5109863408.00,3958368,27.87,48.40,31.35
May-2021,365.00,428.30,357.70,394.20,20811470,232418,8141053210.00,4229817,20.32,70.60,29.20
June-2021,396.00,405.45,359.80,372.10,12173865,167471,4648154456.00,4142253,34.03,45.65,-23.90
July-2021,373.50,461.00,373.00,444.45,12482674,148902,5103210101.00,4499391,36.05,88.00,70.95
August-2021,444.90,470.90,399.80,468.45,8945151,124859,3902050842.00,2013597,22.51,71.10,23.55
September-2021,473.00,503.90,438.90,487.75,15699756,87279,7364236895.00,10986558,69.98,65.00,14.75
October-2021,486.00,551.65,459.70,480.10,10817250,108009,5406938536.00,6341421,58.62,91.95,-5.90
