Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
January-2011,1153.00,1158.00,993.50,1020.00,15682632,424962,16412623760.00,4008665,25.56,164.50,-133.00
February-2011,1021.00,1072.00,940.15,971.00,11038536,352275,11046668497.00,2238431,20.28,131.85,-50.00
March-2011,983.00,1126.00,980.00,1112.75,10776829,329682,11174946522.00,2695200,25.01,146.00,129.75
April-2011,1110.00,1137.90,1073.20,1114.25,8239747,218979,9140867620.00,2610250,31.68,64.70,4.25
May-2011,1116.45,1118.70,1002.25,1086.00,7903271,241533,8360076520.00,1838817,23.27,116.45,-30.45
June-2011,1082.80,1098.90,1004.00,1093.10,6656345,180183,7008477588.00,2048195,30.77,94.90,10.30
July-2011,1102.90,1111.00,1004.00,1037.75,7747500,175907,8251356058.00,2794284,36.07,107.00,-65.15
August-2011,1055.00,1059.00,813.55,873.25,10826251,304705,9814332261.00,3381777,31.24,245.45,-181.75
September-2011,892.00,930.00,833.10,875.35,9229678,264562,8080271822.00,1654791,17.93,96.90,-16.65
October-2011,857.00,953.25,762.05,930.50,10688505,307920,9185864353.00,2517298,23.55,191.20,73.50
November-2011,919.50,923.90,706.05,714.15,14099002,386701,11219563365.00,3537829,25.09,217.85,-205.35
December-2011,753.05,791.00,641.00,684.60,16102575,462936,11561500361.00,2980145,18.51,150.00,-68.45
January-2012,690.00,906.40,685.10,902.00,14091666,394299,11448803525.00,3067363,21.77,221.30,212.00
February-2012,901.00,998.50,878.45,906.50,15151844,330044,14111100626.00,4977603,32.85,120.05,5.50
March-2012,904.90,957.60,843.50,887.25,12281567,323411,10969953353.00,3405048,27.72,114.10,-17.65
April-2012,887.65,917.50,827.85,881.45,9669521,271880,8395264580.00,2219978,22.96,89.65,-6.20
May-2012,884.55,895.00,767.00,784.30,9874946,294767,8074720963.00,1670298,16.91,128.00,-100.25
June-2012,786.00,904.70,767.95,899.60,9084504,261119,7571158458.00,1870550,20.59,136.75,113.60
July-2012,900.00,973.20,885.00,960.75,10615761,288884,9892266034.00,3490762,32.88,88.20,60.75
August-2012,953.00,988.55,897.65,909.30,7749190,176583,7373744006.00,2839111,36.64,90.90,-43.70
September-2012,907.70,1086.75,876.50,1057.25,8958819,231163,8971501215.00,3399593,37.95,210.25,149.55
October-2012,1058.00,1102.40,1032.45,1050.05,7033054,183383,7495739105.00,2515633,35.77,69.95,-7.95
November-2012,1052.00,1104.70,1015.20,1098.60,6114820,121270,6442583869.00,3302328,54.01,89.50,46.60
December-2012,1096.90,1159.00,1093.15,1137.30,4548769,127343,5127234842.00,1597485,35.12,65.85,40.40
January-2013,1147.00,1231.00,1143.05,1190.85,6133375,163869,7280984619.00,1718783,28.02,87.95,43.85
February-2013,1195.00,1203.15,1026.10,1040.30,4794407,139050,5384828354.00,1553712,32.41,177.05,-154.70
March-2013,1053.60,1150.85,997.00,1045.35,7214746,209459,7644046768.00,2458531,34.08,153.85,-8.25
April-2013,1055.10,1188.00,982.20,1163.15,6590399,213405,7147973766.00,1737729,26.37,205.80,108.05
May-2013,1161.20,1236.90,1109.65,1154.30,5673588,184876,6714548003.00,1689803,29.78,127.25,-6.90
June-2013,1150.00,1166.45,1020.50,1069.75,6075378,195239,6539608720.00,2330411,38.36,145.95,-80.25
July-2013,1060.40,1084.60,892.00,909.30,10346276,300040,10282055413.00,5147571,49.75,192.60,-151.10
August-2013,921.25,925.75,758.80,804.30,11296325,332894,9481288825.00,4477631,39.64,166.95,-116.95
September-2013,814.95,1069.00,777.55,884.95,9992373,351422,9278274574.00,2910970,29.13,291.45,70.00
October-2013,892.00,1129.85,884.05,1121.05,8869584,329738,8808620989.00,2131189,24.03,245.80,229.05
November-2013,1122.00,1139.85,995.60,1067.90,6138011,213222,6523653013.00,1907968,31.08,144.25,-54.10
December-2013,1068.20,1206.20,1000.00,1098.45,7614149,264291,8519287386.00,3200856,42.04,206.20,30.25
January-2014,1102.00,1118.00,965.00,988.50,6866815,234830,7160872284.00,2059500,29.99,153.00,-113.50
February-2014,984.30,1048.80,944.25,1043.70,3670852,154153,3649816174.00,904689,24.65,104.55,59.40
March-2014,1039.40,1272.90,1022.25,1245.45,6796516,232945,8167771768.00,2649340,38.98,250.65,206.05
April-2014,1245.00,1317.85,1192.00,1244.80,4490035,219878,5626372536.00,1835941,40.89,125.85,-0.20
May-2014,1252.00,1590.35,1238.85,1418.40,5608115,389403,7917405172.00,1591717,28.38,351.50,166.40
June-2014,1414.00,1510.00,1377.75,1418.45,4170737,268100,6020895571.00,1308480,31.37,132.25,4.45
